coach_type,phase,section,task
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Mixer
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Mixer
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Shower Rose
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Shower Rose
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Diner,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15  mm S/S
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15 mm S/S
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15 mm S/S
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15 mm S/S
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Taps Push Button- 
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Taps Push Button- 
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Taps Push Button- 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Taps Push Button- 
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
Diner,Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete)
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Wash Basin Tops & Bowls
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Wash Basin Tops & Bowls
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Wash Basin Tops & Bowls
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Wash Basin Tops & Bowls
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Waste Tank
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Waste Tank 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only On Copper Pipes)
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only On Copper Pipes)
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only On Copper Pipes)
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only On Copper Pipes)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only On Copper Pipes)
Baggage Van,Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
Diner,Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
Kitchen,Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
Sitter,Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
Sleeper,Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,"Plumbing (Water & Toilets) - Water Piping (To All Tanks, Filtration System, Wash Basin, Toilets, Drinking Stations etc.)"
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Staff Book - Off Coach Specific - Safety Gates
Motor,Completion,Testing & Commissioning,Body - 10M Testing
Motor,Completion,Testing & Commissioning,Body - Vehicle Compliance
Baggage Van,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Diner,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Kitchen,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
KP-1 to Car Carrier,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Motor,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Power Car,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Sitter,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Sleeper,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional Test
Motor,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions - Issue Roadworthy Certificate
Baggage Van,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Diner,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Kitchen,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
KP-1 to Car Carrier,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Power Car,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Sitter,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Sleeper,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Diner,Completion,Testing & Commissioning,Heating & Ventilation - Inspect & Test Air Conditioning
Sitter,Completion,Testing & Commissioning,Heating & Ventilation - Inspect & Test Air Conditioning
Sleeper,Completion,Testing & Commissioning,Heating & Ventilation - Inspect & Test Air Conditioning
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Testing & Commissioning,Heating & Ventilation - Inspect & Test Air Conditioning
